"Risk","Zone","Experience","SumInsAvg","TotalLoss","Error","ln_insured","ln_insured_err"
1,1,0,455.13,392491,-3.93111185510733,6.12058309242811,2.18947123732078
1,1,0,72.88,15694,-0.308431756649886,4.2888142529517,3.98038249630182
1,1,0,1292.39,422201,-0.902354855924347,7.16424849637785,6.2618936404535
1,1,0,191.01,119373,-3.16526509651657,5.25232578269704,2.08706068618047
1,1,0,477.66,170913,2.9902949619817,6.16889918232854,9.15919414431024
1,1,0,105.58,56940,-0.641412267430634,4.65946895939547,4.01805669196484
1,1,0,32.55,77487,3.7679264502533,3.48277736865458,7.25070381890788
1,1,0,9998.46,6805992,8.5826698961687,9.21018636011697,17.7928562562857
1,1,0,314.58,214011,0.988528667747588,5.7512384158125,6.73976708356008
1,1,0,61.82,65303,1.41976257407464,4.12422693670397,5.54398951077861
1,1,0,47.06,20871,4.57317704738679,3.85142338329922,8.42460043068601
1,1,0,782.58,242894,2.49107217151402,6.66259615361025,9.15366832512426
1,1,0,115.43,23545,5.01676002067955,4.74866428562682,9.76542430630637
1,1,0,15.25,6560,0.727803568848379,2.72457950305342,3.4523830719018
1,1,0,6416.19,2873487,6.16271084464599,8.76657976257421,14.9292906072202
1,1,0,309.98,134931,-0.213707568464173,5.7365077792689,5.52280021080473
1,1,0,49.18,50908,3.24738468651375,3.89548703678805,7.1428717233018
1,1,0,497.2,112992,0.61723784044724,6.20899235963656,6.8262302000838
1,1,0,73.48,14788,2.42431097267009,4.29701326034693,6.72132423301702
1,1,0,278.01,48713,2.45386308851307,5.62765708426671,8.08152017277978
1,1,0,17.86,13161,2.63760874152251,2.88256357544835,5.52017231697087
1,1,0,5063.15,1707680,-2.64150386758603,8.52974409823458,5.88824023064856
1,1,1,318.48,103866,0,5.76355967869206,5.76355967869206
1,1,1,35.33,11839,0,3.56473246137105,3.56473246137105
1,1,1,374.28,98140,0,5.92500418040771,5.92500418040771
1,1,1,85.18,27919,0,4.44476666449507,4.44476666449507
1,1,1,199.7,103910,0,5.29681624042177,5.29681624042177
1,1,1,60.46,38065,0,4.10198198935131,4.10198198935131
1,1,1,4263.09,1267678,0,8.35774952843539,8.35774952843539
1,1,1,444.37,69203,0,6.09665754873612,6.09665754873612
1,1,1,86.65,14620,0,4.46187701616162,4.46187701616162
1,1,1,53.81,40258,0,3.98545932350133,3.98545932350133
1,1,1,361.62,161455,0,5.89059393672301,5.89059393672301
1,1,1,117.91,20011,0,4.76992162158858,4.76992162158858
1,1,1,232.55,57214,0,5.44910525567011,5.44910525567011
1,1,1,81.27,4496,0,4.39777694476511,4.39777694476511
1,1,1,4761.37,1116208,0,8.46829072094069,8.46829072094069
1,1,1,1016.67,217617,0,6.9242878596165,6.9242878596165
1,1,1,150.56,58099,0,5.01436167583707,5.01436167583707
1,1,1,126.69,12268,0,4.84174315761396,4.84174315761396
1,1,1,482.96,137005,0,6.17993383448817,6.17993383448817
1,1,1,203.6,33767,0,5.31615728467637,5.31615728467637
1,1,1,9197.99,1939894,0,9.12674026090641,9.12674026090641
1,1,1,5430.48,1048698,0,8.59978280681118,8.59978280681118
1,1,1,659.54,143915,0,6.49154262232721,6.49154262232721
1,1,1,657.34,153830,0,6.48820138843087,6.48820138843087
1,1,1,2795.72,202413,0,7.93584495527753,7.93584495527753
1,1,1,1119.12,180345,0,7.02029794116817,7.02029794116817
1,1,1,2861.69,484604,0,7.95916763838678,7.95916763838678
1,1,1,1111,152801,0,7.01301578963963,7.01301578963963
1,1,1,166.61,14084,0,5.11565575194098,5.11565575194098
1,1,1,48264.64,8977527,0,10.7844544804338,10.7844544804338
1,2,0,458.89,532092,-2.80116129667111,6.12881052992343,3.32764923325232
1,2,0,72.78,9006,6.48153819143393,4.28744119218401,10.7689793836179
1,2,0,33.23,45498,-2.30735164290683,3.5034530823665,1.19610143945967
1,2,0,1544.55,337480,4.49205589264235,7.34248788477087,11.8345437774132
1,2,0,200.9,191982,0.454775043359665,5.30280727182089,5.75758231518055
1,2,0,663.98,300632,1.00396011452934,6.49825202854088,7.50221214307022
1,2,0,124.73,23349,1.48088206042158,4.82615140113762,6.3070334615592
1,2,0,29.24,13581,-2.75555691190613,3.37553763488158,0.619980722975446
1,2,0,11381,6173598,-5.88784784680745,9.33970057728189,3.45185273047444
1,2,0,364.78,211494,-3.71870890118804,5.89929443213585,2.18058553094782
1,2,0,51.89,10811,-3.40416737837293,3.94912609337965,0.544958715006719
1,2,0,29.39,36204,-13.7728573668233,3.38065448043083,-10.3922028863925
1,2,0,1053.01,135007,-5.48704854680616,6.95940800876505,1.47235946195888
1,2,0,110.1,49061,-1.738075893477,4.70138904372863,2.96331315025164
1,2,0,470.62,64287,-3.0053100010039,6.15405097432773,3.14874097332383
1,2,0,93.29,51080,-3.22165619262389,4.53571292097287,1.31405672834898
1,2,0,17.88,600,0.200737177622875,2.88368276974537,3.08441994736824
1,2,0,7607.66,2510207,-2.38789296123304,8.9369109134264,6.54901795219335
1,2,0,315.14,106975,0.985274379665452,5.7530169845339,6.73829136419935
1,2,0,64.53,16922,-1.28397322606779,4.16713023194775,2.88315700587996
1,2,0,27.24,8255,-0.799071268954131,3.30468648128131,2.50561521232718
1,2,0,726.13,93656,4.70698029552899,6.58772906215575,11.2947093576847
1,2,0,96.49,44966,7.32790300023464,4.56943937603229,11.8973423762669
1,2,0,365.81,43426,0.287350271754913,5.90211407292592,6.18946434468083
1,2,0,80.8,48691,6.78429009185322,4.39197696552705,11.1762670573803
1,2,0,5898.98,1392652,-0.896546987416246,8.68253473359217,7.78598774617593
1,2,1,69.55,34137,0,4.24204591836945,4.24204591836945
1,2,1,33.37,2702,0,3.50765729276328,3.50765729276328
1,2,1,507.57,22292,0,6.22963463243881,6.22963463243881
1,2,1,316.14,57404,0,5.75618515344925,5.75618515344925
1,2,1,72.05,8538,0,4.27736032244553,4.27736032244553
1,2,1,4957.56,1375988,0,8.50866896319515,8.50866896319515
1,2,1,473.63,136376,0,6.16042642615821,6.16042642615821
1,2,1,88.09,19038,0,4.4783590191217,4.4783590191217
1,2,1,46.27,3604,0,3.83449380291891,3.83449380291891
1,2,1,126.88,26433,0,4.84324175788654,4.84324175788654
1,2,1,316.15,52950,0,5.75621678450462,5.75621678450462
1,2,1,23.37,2680,0,3.15145314855077,3.15145314855077
1,2,1,5481.31,1079230,0,8.60909940246879,8.60909940246879
1,2,1,996.27,236220,0,6.90401830518523,6.90401830518523
1,2,1,175.14,25036,0,5.16558565409408,5.16558565409408
1,2,1,111.97,22261,0,4.71823097827211,4.71823097827211
1,2,1,601.61,88961,0,6.39960939483791,6.39960939483791
1,2,1,260.69,64368,0,5.56333196193755,5.56333196193755
1,2,1,229.72,46244,0,5.4368611759961,5.4368611759961
1,2,1,46.66,14385,0,3.84288726659328,3.84288726659328
1,2,1,9830.72,1840742,0,9.19326745562677,9.19326745562677
1,2,1,6021.43,1086534,0,8.70308005162258,8.70308005162258
1,2,1,751.59,100564,0,6.62219096250136,6.62219096250136
1,2,1,3293.99,201401,0,8.09985487491027,8.09985487491027
1,2,1,3665.27,524316,0,8.20665728145719,8.20665728145719
1,2,1,1369.91,159658,0,7.22250032323361,7.22250032323361
1,2,1,183.98,18603,0,5.21482705604901,5.21482705604901
1,2,1,55084.54,8500391,0,10.9166243750086,10.9166243750086
1,3,0,453.06,329632,2.10478242293546,6.11602456704339,8.22080698997885
1,3,0,67.13,79565,-3.83038595612191,4.20663103795066,0.376245081828747
1,3,0,35.22,11746,1.222048104683,3.56161410306806,4.78366220775106
1,3,0,1653.17,338305,9.45909359492109,7.4104499358482,16.8695435307693
1,3,0,206.62,124108,2.12895129820164,5.3308813574213,7.45983265562294
1,3,0,859.95,213078,-0.113259074621434,6.7568742480225,6.64361517340107
1,3,0,110.08,34844,-3.21761018606337,4.70120737418503,1.48359718812167
1,3,0,25.92,25319,4.82741961974408,3.25501487148407,8.08243449122815
1,3,0,11436.08,5173923,-6.87877645594832,9.34452854887069,2.46575209292237
1,3,0,317.1,90162,-1.28237750303668,5.7592171815443,4.47683967850762
1,3,0,54.58,19327,3.79905384979861,3.99966751528019,7.7987213650788
1,3,0,22.59,1209,8.48481791028007,3.11750733047991,11.60232524076
1,3,0,1187.43,123124,0.118303168460907,7.07954658680291,7.19784975526382
1,3,0,129.53,99258,-3.04229583062575,4.86391251454216,1.82161668391641
1,3,0,617.11,137828,1.26042585401558,6.42504729002476,7.68547314404034
1,3,0,102.5,14904,-3.41149239954303,4.62986279857846,1.21837039903543
1,3,0,21.56,597,0.810715891435515,3.0708397460408,3.88155563747631
1,3,0,8351.79,1937445,0.584948109506236,9.03023116612815,9.61517927563439
1,3,0,357.43,37835,-1.33028765079547,5.87893953876611,4.54865188797064
1,3,0,62.87,5014,3.50844884363619,4.14106910239497,7.64951794603116
1,3,0,849.23,61591,3.55909684474098,6.74433005657204,10.303426901313
1,3,0,119.21,47495,-2.15333029736615,4.78088664372991,2.62755634636376
1,3,0,463.6,53173,2.16978021033549,6.1390221114656,8.30880232180109
1,3,0,104.36,11936,-6.94200427260352,4.64784646026853,-2.29415781233499
1,3,0,14.21,31442,-6.06283344835658,2.65394594210901,-3.40888750624757
1,3,0,6540.44,1284025,-12.8595397292054,8.78575972047562,-4.07378000872979
1,3,1,338.37,136281,0,5.82413997131994,5.82413997131994
1,3,1,52.49,9253,0,3.96062267526421,3.96062267526421
1,3,1,571.94,142536,0,6.34903409077303,6.34903409077303
1,3,1,113.36,21433,0,4.73056859538243,4.73056859538243
1,3,1,85.15,4079,0,4.4444144071087,4.4444144071087
1,3,1,16.16,1012,0,2.78253905309295,2.78253905309295
1,3,1,5123.78,994540,0,8.54164772688801,8.54164772688801
1,3,1,459.4,61958,0,6.129921290255,6.129921290255
1,3,1,41.51,44278,0,3.72593436206495,3.72593436206495
1,3,1,517.24,18455,0,6.24850698342765,6.24850698342765
1,3,1,136.08,28248,0,4.91324294808761,4.91324294808761
1,3,1,417.71,15568,0,6.0347874118438,6.0347874118438
1,3,1,5849.14,1184032,0,8.67404992087208,8.67404992087208
1,3,1,1060.28,245621,0,6.96628830316779,6.96628830316779
1,3,1,124.82,12648,0,4.8268726995059,4.8268726995059
1,3,1,119.17,5855,0,4.78055104510271,4.78055104510271
1,3,1,639.97,64278,0,6.46142130025505,6.46142130025505
1,3,1,307.56,90310,0,5.72867019016398,5.72867019016398
1,3,1,740.33,117763,0,6.60709603273982,6.60709603273982
1,3,1,233.83,20303,0,5.4545943556053,5.4545943556053
1,3,1,53.41,6221,0,3.97799799435168,3.97799799435168
1,3,1,10263.04,2026554,0,9.23630437113398,9.23630437113398
1,3,1,7155.96,980780,0,8.87570085489806,8.87570085489806
1,3,1,999.32,168854,0,6.90707504767727,6.90707504767727
1,3,1,1049.99,41459,0,6.95653591929669,6.95653591929669
1,3,1,3712.23,229231,0,8.21938805319347,8.21938805319347
1,3,1,1862.44,388511,0,7.52964273496971,7.52964273496971
1,3,1,4964,622350,0,8.5099671463245,8.5099671463245
1,3,1,1785.23,253660,0,7.48730253745371,7.48730253745371
1,3,1,331.45,94395,0,5.8034769686874,5.8034769686874
1,4,0,868.6,627513,0.599234068948051,6.76688272010072,7.36611678904877
1,4,0,122.54,113492,-1.41219298338084,4.80843750729751,3.39624452391667
1,4,0,55.08,33925,-9.42561703536104,4.00878667386045,-5.41683036150059
1,4,0,2751.7,578698,1.3031206514466,7.91997418148313,9.22309483292972
1,4,0,328.36,149698,-2.48046310559873,5.79411056748007,3.31364746188134
1,4,0,231.91,55103,7.05316904724512,5.44634936536712,12.4995184126122
1,4,0,48.77,34267,-7.15232918356962,3.88711536972196,-3.26521381384766
1,4,0,20153.28,6605073,3.20858418271373,9.91112233328407,13.1197065159978
1,4,0,622.23,300510,4.59151807520124,6.4333097993089,11.0248278745101
1,4,0,94.03,11936,-0.688182780399567,4.54361388028899,3.85543109988942
